Sexo;Edad;Dificultad para llegar a fin de mes;Periodo;Total
Hombres;Total;Con mucha facilidad;2004;0,8
Hombres;Total;No consta;2024;0,2
Hombres;Total;No consta;2023;0,3
Hombres;Total;No consta;2022;0,2
Hombres;Total;No consta;2021;0
Hombres;Total;No consta;2020;0
Hombres;Total;No consta;2019;0
Hombres;Total;No consta;2018;..
Hombres;Total;No consta;2017;..
Hombres;Total;No consta;2016;..
Hombres;Total;No consta;2015;0
Hombres;Total;No consta;2014;0
Hombres;Total;No consta;2013;..
Hombres;Total;No consta;2012;..
Hombres;Total;No consta;2011;..
Hombres;Total;No consta;2010;0
Hombres;Total;No consta;2009;0
Hombres;Total;No consta;2008;0
Hombres;Total;No consta;2007;0,1
Hombres;Total;No consta;2006;0,1
Hombres;Total;No consta;2005;0,3
Hombres;Total;No consta;2004;0,2
Hombres;Menores de 16 años;Con mucha dificultad;2024;11,9
Hombres;Menores de 16 años;Con mucha dificultad;2023;12,9
Hombres;Menores de 16 años;Con mucha dificultad;2022;9
Hombres;Menores de 16 años;Con mucha dificultad;2021;11,8
Hombres;Menores de 16 años;Con mucha dificultad;2020;10,9
Hombres;Menores de 16 años;Con mucha dificultad;2019;8,9
Hombres;Menores de 16 años;Con mucha dificultad;2018;11,5
Hombres;Menores de 16 años;Con mucha dificultad;2017;9,9
Hombres;Menores de 16 años;Con mucha dificultad;2016;17,4
Hombres;Menores de 16 años;Con mucha dificultad;2015;19,2
Hombres;Menores de 16 años;Con mucha dificultad;2014;21,5
Hombres;Menores de 16 años;Con mucha dificultad;2013;22,3
Hombres;Menores de 16 años;Con mucha dificultad;2012;18,5
Hombres;Menores de 16 años;Con mucha dificultad;2011;12,4
Hombres;Menores de 16 años;Con mucha dificultad;2010;18,5
Hombres;Menores de 16 años;Con mucha dificultad;2009;20,9
Hombres;Menores de 16 años;Con mucha dificultad;2008;16,7
Hombres;Menores de 16 años;Con mucha dificultad;2007;13,8
Hombres;Menores de 16 años;Con mucha dificultad;2006;17,1
Hombres;Menores de 16 años;Con mucha dificultad;2005;12,8
Hombres;Menores de 16 años;Con mucha dificultad;2004;13,3
Hombres;Menores de 16 años;Con dificultad;2024;14,3
Hombres;Menores de 16 años;Con dificultad;2023;15,1
Hombres;Menores de 16 años;Con dificultad;2022;16,4
Hombres;Menores de 16 años;Con dificultad;2021;14,5
Hombres;Menores de 16 años;Con dificultad;2020;15,2
Hombres;Menores de 16 años;Con dificultad;2019;16,7
Hombres;Menores de 16 años;Con dificultad;2018;17,9
Hombres;Menores de 16 años;Con dificultad;2017;16,9
Hombres;Menores de 16 años;Con dificultad;2016;20
Hombres;Menores de 16 años;Con dificultad;2015;20,2
Hombres;Menores de 16 años;Con dificultad;2014;22,1
Hombres;Menores de 16 años;Con dificultad;2013;21,1
Hombres;Menores de 16 años;Con dificultad;2012;21,6
Hombres;Menores de 16 años;Con dificultad;2011;19,6
Hombres;Menores de 16 años;Con dificultad;2010;19,2
Hombres;Menores de 16 años;Con dificultad;2009;18,7
Hombres;Menores de 16 años;Con dificultad;2008;20,1
Hombres;Menores de 16 años;Con dificultad;2007;18,5
Hombres;Menores de 16 años;Con dificultad;2006;19,7
Hombres;Menores de 16 años;Con dificultad;2005;18
Hombres;Menores de 16 años;Con dificultad;2004;19,6
Hombres;Menores de 16 años;Con cierta dificultad;2024;27,2
Hombres;Menores de 16 años;Con cierta dificultad;2023;27,8
Hombres;Menores de 16 años;Con cierta dificultad;2022;26,3
Hombres;Menores de 16 años;Con cierta dificultad;2021;22,5
Hombres;Menores de 16 años;Con cierta dificultad;2020;23,4
Hombres;Menores de 16 años;Con cierta dificultad;2019;27,1
Hombres;Menores de 16 años;Con cierta dificultad;2018;29,8
Hombres;Menores de 16 años;Con cierta dificultad;2017;31,4
Hombres;Menores de 16 años;Con cierta dificultad;2016;27,4
Hombres;Menores de 16 años;Con cierta dificultad;2015;28
Hombres;Menores de 16 años;Con cierta dificultad;2014;26,2
Hombres;Menores de 16 años;Con cierta dificultad;2013;29
Hombres;Menores de 16 años;Con cierta dificultad;2012;27,3
Hombres;Menores de 16 años;Con cierta dificultad;2011;29,3
Hombres;Menores de 16 años;Con cierta dificultad;2010;27,5
Hombres;Menores de 16 años;Con cierta dificultad;2009;27,6
Hombres;Menores de 16 años;Con cierta dificultad;2008;31
Hombres;Menores de 16 años;Con cierta dificultad;2007;30,8
Hombres;Menores de 16 años;Con cierta dificultad;2006;32,1
Hombres;Menores de 16 años;Con cierta dificultad;2005;32,3
Hombres;Menores de 16 años;Con cierta dificultad;2004;32,1
Hombres;Menores de 16 años;Con cierta facilidad;2024;25,7
Hombres;Menores de 16 años;Con cierta facilidad;2023;25,8
Hombres;Menores de 16 años;Con cierta facilidad;2022;26,9
Hombres;Menores de 16 años;Con cierta facilidad;2021;27,9
Hombres;Menores de 16 años;Con cierta facilidad;2020;29,1
Hombres;Menores de 16 años;Con cierta facilidad;2019;31,1
Hombres;Menores de 16 años;Con cierta facilidad;2018;29,3
Hombres;Menores de 16 años;Con cierta facilidad;2017;28,9
Hombres;Menores de 16 años;Con cierta facilidad;2016;23,6
Hombres;Menores de 16 años;Con cierta facilidad;2015;22,3
Hombres;Menores de 16 años;Con cierta facilidad;2014;22,1
Hombres;Menores de 16 años;Con cierta facilidad;2013;19,3
Hombres;Menores de 16 años;Con cierta facilidad;2012;23
Hombres;Menores de 16 años;Con cierta facilidad;2011;25,9
Hombres;Menores de 16 años;Con cierta facilidad;2010;22
Hombres;Menores de 16 años;Con cierta facilidad;2009;21,3
Hombres;Menores de 16 años;Con cierta facilidad;2008;22,4
Hombres;Menores de 16 años;Con cierta facilidad;2007;24
Hombres;Menores de 16 años;Con cierta facilidad;2006;21
Hombres;Menores de 16 años;Con cierta facilidad;2005;26,7
Hombres;Menores de 16 años;Con cierta facilidad;2004;23,7
Hombres;Menores de 16 años;Con facilidad;2024;17,4
Hombres;Menores de 16 años;Con facilidad;2023;15,4
Hombres;Menores de 16 años;Con facilidad;2022;17,9
Hombres;Menores de 16 años;Con facilidad;2021;19,8
Hombres;Menores de 16 años;Con facilidad;2020;18,9
Hombres;Menores de 16 años;Con facilidad;2019;15,5
Hombres;Menores de 16 años;Con facilidad;2018;10,5
Hombres;Menores de 16 años;Con facilidad;2017;12,2
Hombres;Menores de 16 años;Con facilidad;2016;10,7
Hombres;Menores de 16 años;Con facilidad;2015;9,6
Hombres;Menores de 16 años;Con facilidad;2014;7,4
Hombres;Menores de 16 años;Con facilidad;2013;7,9
Hombres;Menores de 16 años;Con facilidad;2012;8,9
Hombres;Menores de 16 años;Con facilidad;2011;11,5
Hombres;Menores de 16 años;Con facilidad;2010;12,1
Hombres;Menores de 16 años;Con facilidad;2009;11
Hombres;Menores de 16 años;Con facilidad;2008;9,2
Hombres;Menores de 16 años;Con facilidad;2007;11,8
Hombres;Menores de 16 años;Con facilidad;2006;9,6
Hombres;Menores de 16 años;Con facilidad;2005;9,2
Hombres;Menores de 16 años;Con facilidad;2004;10,3
Hombres;Menores de 16 años;Con mucha facilidad;2024;3,2
Hombres;Menores de 16 años;Con mucha facilidad;2023;2,7
Hombres;Menores de 16 años;Con mucha facilidad;2022;3,2
Hombres;Menores de 16 años;Con mucha facilidad;2021;3,5
Hombres;Menores de 16 años;Con mucha facilidad;2020;2,4
Hombres;Menores de 16 años;Con mucha facilidad;2019;0,6
Hombres;Menores de 16 años;Con mucha facilidad;2018;1
Hombres;Menores de 16 años;Con mucha facilidad;2017;0,8
Hombres;Menores de 16 años;Con mucha facilidad;2016;1
Hombres;Menores de 16 años;Con mucha facilidad;2015;0,7
Hombres;Menores de 16 años;Con mucha facilidad;2014;0,7
Hombres;Menores de 16 años;Con mucha facilidad;2013;0,5
Hombres;Menores de 16 años;Con mucha facilidad;2012;0,7
Hombres;Menores de 16 años;Con mucha facilidad;2011;1,3
Hombres;Menores de 16 años;Con mucha facilidad;2010;0,8
Hombres;Menores de 16 años;Con mucha facilidad;2009;0,5
Hombres;Menores de 16 años;Con mucha facilidad;2008;0,6
Hombres;Menores de 16 años;Con mucha facilidad;2007;1
Hombres;Menores de 16 años;Con mucha facilidad;2006;0,5
Hombres;Menores de 16 años;Con mucha facilidad;2005;1
Hombres;Menores de 16 años;Con mucha facilidad;2004;0,9
Hombres;Menores de 16 años;No consta;2024;0,4
Hombres;Menores de 16 años;No consta;2023;0,3
Hombres;Menores de 16 años;No consta;2022;0,3
Hombres;Menores de 16 años;No consta;2021;..
Hombres;Menores de 16 años;No consta;2020;0
Hombres;Menores de 16 años;No consta;2019;0
Hombres;Menores de 16 años;No consta;2018;..
Hombres;Menores de 16 años;No consta;2017;..
Hombres;Menores de 16 años;No consta;2016;..
Hombres;Menores de 16 años;No consta;2015;..
Hombres;Menores de 16 años;No consta;2014;..
Hombres;Menores de 16 años;No consta;2013;..
Hombres;Menores de 16 años;No consta;2012;..
Hombres;Menores de 16 años;No consta;2011;..
Hombres;Menores de 16 años;No consta;2010;..
Hombres;Menores de 16 años;No consta;2009;0
Hombres;Menores de 16 años;No consta;2008;0
Hombres;Menores de 16 años;No consta;2007;0,1
Hombres;Menores de 16 años;No consta;2006;..
Hombres;Menores de 16 años;No consta;2005;0
Hombres;Menores de 16 años;No consta;2004;0
Hombres;De 16 a 29 años;Con mucha dificultad;2024;10,1
Hombres;De 16 a 29 años;Con mucha dificultad;2023;10,6
Hombres;De 16 a 29 años;Con mucha dificultad;2022;10,2
Hombres;De 16 a 29 años;Con mucha dificultad;2021;11
Hombres;De 16 a 29 años;Con mucha dificultad;2020;12,4
Hombres;De 16 a 29 años;Con mucha dificultad;2019;9,3
Hombres;De 16 a 29 años;Con mucha dificultad;2018;11,3
Hombres;De 16 a 29 años;Con mucha dificultad;2017;13,1
Hombres;De 16 a 29 años;Con mucha dificultad;2016;21,9
Hombres;De 16 a 29 años;Con mucha dificultad;2015;17,2
Hombres;De 16 a 29 años;Con mucha dificultad;2014;19,1
Hombres;De 16 a 29 años;Con mucha dificultad;2013;21,6
Hombres;De 16 a 29 años;Con mucha dificultad;2012;17,2
Hombres;De 16 a 29 años;Con mucha dificultad;2011;13,9
Hombres;De 16 a 29 años;Con mucha dificultad;2010;18,8
Hombres;De 16 a 29 años;Con mucha dificultad;2009;19,6
Hombres;De 16 a 29 años;Con mucha dificultad;2008;15,9
Hombres;De 16 a 29 años;Con mucha dificultad;2007;12,6
Hombres;De 16 a 29 años;Con mucha dificultad;2006;12,5
Hombres;De 16 a 29 años;Con mucha dificultad;2005;11,6
Hombres;De 16 a 29 años;Con mucha dificultad;2004;12,7
Hombres;De 16 a 29 años;Con dificultad;2024;13,8
Hombres;De 16 a 29 años;Con dificultad;2023;16,2
Hombres;De 16 a 29 años;Con dificultad;2022;15,8
Hombres;De 16 a 29 años;Con dificultad;2021;14,8
Hombres;De 16 a 29 años;Con dificultad;2020;16,8
Hombres;De 16 a 29 años;Con dificultad;2019;15,4
Hombres;De 16 a 29 años;Con dificultad;2018;20
Hombres;De 16 a 29 años;Con dificultad;2017;17,5
Hombres;De 16 a 29 años;Con dificultad;2016;20,7
Hombres;De 16 a 29 años;Con dificultad;2015;24,1
Hombres;De 16 a 29 años;Con dificultad;2014;23,8
Hombres;De 16 a 29 años;Con dificultad;2013;21,7
Hombres;De 16 a 29 años;Con dificultad;2012;21,8
Hombres;De 16 a 29 años;Con dificultad;2011;19,6
Hombres;De 16 a 29 años;Con dificultad;2010;19,1
Hombres;De 16 a 29 años;Con dificultad;2009;19,6
Hombres;De 16 a 29 años;Con dificultad;2008;21,1
Hombres;De 16 a 29 años;Con dificultad;2007;17,6
Hombres;De 16 a 29 años;Con dificultad;2006;19,6
Hombres;De 16 a 29 años;Con dificultad;2005;17,8
Hombres;De 16 a 29 años;Con dificultad;2004;19,1
Hombres;De 16 a 29 años;Con cierta dificultad;2024;28,4
Hombres;De 16 a 29 años;Con cierta dificultad;2023;28,4
Hombres;De 16 a 29 años;Con cierta dificultad;2022;26,9
Hombres;De 16 a 29 años;Con cierta dificultad;2021;26,3
Hombres;De 16 a 29 años;Con cierta dificultad;2020;21,9
Hombres;De 16 a 29 años;Con cierta dificultad;2019;31,6
Hombres;De 16 a 29 años;Con cierta dificultad;2018;27,1
Hombres;De 16 a 29 años;Con cierta dificultad;2017;28,5
Hombres;De 16 a 29 años;Con cierta dificultad;2016;26,9
Hombres;De 16 a 29 años;Con cierta dificultad;2015;29
Hombres;De 16 a 29 años;Con cierta dificultad;2014;30,1
Hombres;De 16 a 29 años;Con cierta dificultad;2013;26,1
Hombres;De 16 a 29 años;Con cierta dificultad;2012;27,8
Hombres;De 16 a 29 años;Con cierta dificultad;2011;29,9
Hombres;De 16 a 29 años;Con cierta dificultad;2010;29
Hombres;De 16 a 29 años;Con cierta dificultad;2009;28,1
Hombres;De 16 a 29 años;Con cierta dificultad;2008;32,4
Hombres;De 16 a 29 años;Con cierta dificultad;2007;33,1
Hombres;De 16 a 29 años;Con cierta dificultad;2006;33
Hombres;De 16 a 29 años;Con cierta dificultad;2005;33,7
Hombres;De 16 a 29 años;Con cierta dificultad;2004;32,2
Hombres;De 16 a 29 años;Con cierta facilidad;2024;26,9
Hombres;De 16 a 29 años;Con cierta facilidad;2023;25,8
Hombres;De 16 a 29 años;Con cierta facilidad;2022;27,9
Hombres;De 16 a 29 años;Con cierta facilidad;2021;26,6
Hombres;De 16 a 29 años;Con cierta facilidad;2020;28,8
Hombres;De 16 a 29 años;Con cierta facilidad;2019;30,4
Hombres;De 16 a 29 años;Con cierta facilidad;2018;29
Hombres;De 16 a 29 años;Con cierta facilidad;2017;29,3
Hombres;De 16 a 29 años;Con cierta facilidad;2016;20,8
Hombres;De 16 a 29 años;Con cierta facilidad;2015;21,6
Hombres;De 16 a 29 años;Con cierta facilidad;2014;19,6
Hombres;De 16 a 29 años;Con cierta facilidad;2013;21,6
Hombres;De 16 a 29 años;Con cierta facilidad;2012;23,1
Hombres;De 16 a 29 años;Con cierta facilidad;2011;24,8
Hombres;De 16 a 29 años;Con cierta facilidad;2010;20,9
Hombres;De 16 a 29 años;Con cierta facilidad;2009;20,7
Hombres;De 16 a 29 años;Con cierta facilidad;2008;21,6
Hombres;De 16 a 29 años;Con cierta facilidad;2007;25,1
Hombres;De 16 a 29 años;Con cierta facilidad;2006;24,3
Hombres;De 16 a 29 años;Con cierta facilidad;2005;25
Hombres;De 16 a 29 años;Con cierta facilidad;2004;26
Hombres;De 16 a 29 años;Con facilidad;2024;17,7
Hombres;De 16 a 29 años;Con facilidad;2023;16,7
Hombres;De 16 a 29 años;Con facilidad;2022;16,8
Hombres;De 16 a 29 años;Con facilidad;2021;18,7
Hombres;De 16 a 29 años;Con facilidad;2020;16,8
Hombres;De 16 a 29 años;Con facilidad;2019;12,7
Hombres;De 16 a 29 años;Con facilidad;2018;12
Hombres;De 16 a 29 años;Con facilidad;2017;11,2
Hombres;De 16 a 29 años;Con facilidad;2016;9
Hombres;De 16 a 29 años;Con facilidad;2015;7,7
Hombres;De 16 a 29 años;Con facilidad;2014;6,7
Hombres;De 16 a 29 años;Con facilidad;2013;8,6
Hombres;De 16 a 29 años;Con facilidad;2012;9,6
Hombres;De 16 a 29 años;Con facilidad;2011;11,1
Hombres;De 16 a 29 años;Con facilidad;2010;11,3
Hombres;De 16 a 29 años;Con facilidad;2009;11,2
Hombres;De 16 a 29 años;Con facilidad;2008;8,2
Hombres;De 16 a 29 años;Con facilidad;2007;10,7
Hombres;De 16 a 29 años;Con facilidad;2006;9,9
Hombres;De 16 a 29 años;Con facilidad;2005;10,4
Hombres;De 16 a 29 años;Con facilidad;2004;9,3
Hombres;De 16 a 29 años;Con mucha facilidad;2024;2,9
Hombres;De 16 a 29 años;Con mucha facilidad;2023;2
Hombres;De 16 a 29 años;Con mucha facilidad;2022;2,3
Hombres;De 16 a 29 años;Con mucha facilidad;2021;2,5
Hombres;De 16 a 29 años;Con mucha facilidad;2020;3,3
Hombres;De 16 a 29 años;Con mucha facilidad;2019;0,6
Hombres;De 16 a 29 años;Con mucha facilidad;2018;0,5
Hombres;De 16 a 29 años;Con mucha facilidad;2017;0,4
Hombres;De 16 a 29 años;Con mucha facilidad;2016;0,8
Hombres;De 16 a 29 años;Con mucha facilidad;2015;0,5
Hombres;De 16 a 29 años;Con mucha facilidad;2014;0,6
Hombres;De 16 a 29 años;Con mucha facilidad;2013;0,4
Hombres;De 16 a 29 años;Con mucha facilidad;2012;0,5
Hombres;De 16 a 29 años;Con mucha facilidad;2011;0,7
Hombres;De 16 a 29 años;Con mucha facilidad;2010;0,9
Hombres;De 16 a 29 años;Con mucha facilidad;2009;0,7
Hombres;De 16 a 29 años;Con mucha facilidad;2008;0,8
Hombres;De 16 a 29 años;Con mucha facilidad;2007;0,7
Hombres;De 16 a 29 años;Con mucha facilidad;2006;0,5
Hombres;De 16 a 29 años;Con mucha facilidad;2005;0,5
Hombres;De 16 a 29 años;Con mucha facilidad;2004;0,3
Hombres;De 16 a 29 años;No consta;2024;0,1
Hombres;De 16 a 29 años;No consta;2023;0,2
Hombres;De 16 a 29 años;No consta;2022;0,1
Hombres;De 16 a 29 años;No consta;2021;0,1
Hombres;De 16 a 29 años;No consta;2020;..
Hombres;De 16 a 29 años;No consta;2019;..
Hombres;De 16 a 29 años;No consta;2018;..
Hombres;De 16 a 29 años;No consta;2017;..
Hombres;De 16 a 29 años;No consta;2016;..
Hombres;De 16 a 29 años;No consta;2015;0
Hombres;De 16 a 29 años;No consta;2014;..
Hombres;De 16 a 29 años;No consta;2013;..
Hombres;De 16 a 29 años;No consta;2012;..
Hombres;De 16 a 29 años;No consta;2011;..
Hombres;De 16 a 29 años;No consta;2010;..
Hombres;De 16 a 29 años;No consta;2009;..
Hombres;De 16 a 29 años;No consta;2008;..
Hombres;De 16 a 29 años;No consta;2007;0,1
Hombres;De 16 a 29 años;No consta;2006;0,2
Hombres;De 16 a 29 años;No consta;2005;1
Hombres;De 16 a 29 años;No consta;2004;0,5
Hombres;De 30 a 44 años;Con mucha dificultad;2024;9,5
Hombres;De 30 a 44 años;Con mucha dificultad;2023;9,5
Hombres;De 30 a 44 años;Con mucha dificultad;2022;8,2
Hombres;De 30 a 44 años;Con mucha dificultad;2021;8,1
Hombres;De 30 a 44 años;Con mucha dificultad;2020;9,3
Hombres;De 30 a 44 años;Con mucha dificultad;2019;6,1
Hombres;De 30 a 44 años;Con mucha dificultad;2018;9,5
Hombres;De 30 a 44 años;Con mucha dificultad;2017;8,1
Hombres;De 30 a 44 años;Con mucha dificultad;2016;14
Hombres;De 30 a 44 años;Con mucha dificultad;2015;13,8
Hombres;De 30 a 44 años;Con mucha dificultad;2014;18
Hombres;De 30 a 44 años;Con mucha dificultad;2013;19,8
Hombres;De 30 a 44 años;Con mucha dificultad;2012;16,7
Hombres;De 30 a 44 años;Con mucha dificultad;2011;11,5
Hombres;De 30 a 44 años;Con mucha dificultad;2010;16
Hombres;De 30 a 44 años;Con mucha dificultad;2009;16,8
Hombres;De 30 a 44 años;Con mucha dificultad;2008;14,9
Hombres;De 30 a 44 años;Con mucha dificultad;2007;10,8
Hombres;De 30 a 44 años;Con mucha dificultad;2006;12
Hombres;De 30 a 44 años;Con mucha dificultad;2005;11
Hombres;De 30 a 44 años;Con mucha dificultad;2004;10,7
Hombres;De 30 a 44 años;Con dificultad;2024;14,1
Hombres;De 30 a 44 años;Con dificultad;2023;12,9
Hombres;De 30 a 44 años;Con dificultad;2022;14,4
Hombres;De 30 a 44 años;Con dificultad;2021;13
Hombres;De 30 a 44 años;Con dificultad;2020;10,5
Hombres;De 30 a 44 años;Con dificultad;2019;14,7
Hombres;De 30 a 44 años;Con dificultad;2018;15,8
Hombres;De 30 a 44 años;Con dificultad;2017;13,9
Hombres;De 30 a 44 años;Con dificultad;2016;20,6
Hombres;De 30 a 44 años;Con dificultad;2015;19,3
Hombres;De 30 a 44 años;Con dificultad;2014;21,4
Hombres;De 30 a 44 años;Con dificultad;2013;20,3
Hombres;De 30 a 44 años;Con dificultad;2012;19
Hombres;De 30 a 44 años;Con dificultad;2011;19,2
Hombres;De 30 a 44 años;Con dificultad;2010;18,7
Hombres;De 30 a 44 años;Con dificultad;2009;17,9
Hombres;De 30 a 44 años;Con dificultad;2008;17,2
Hombres;De 30 a 44 años;Con dificultad;2007;16,2
Hombres;De 30 a 44 años;Con dificultad;2006;17,8
Hombres;De 30 a 44 años;Con dificultad;2005;15,9
Hombres;De 30 a 44 años;Con dificultad;2004;18,2
Hombres;De 30 a 44 años;Con cierta dificultad;2024;25,7
Hombres;De 30 a 44 años;Con cierta dificultad;2023;26,2
Hombres;De 30 a 44 años;Con cierta dificultad;2022;25
Hombres;De 30 a 44 años;Con cierta dificultad;2021;23,1
Hombres;De 30 a 44 años;Con cierta dificultad;2020;21,8
Hombres;De 30 a 44 años;Con cierta dificultad;2019;25,7
Hombres;De 30 a 44 años;Con cierta dificultad;2018;28
Hombres;De 30 a 44 años;Con cierta dificultad;2017;31,2
Hombres;De 30 a 44 años;Con cierta dificultad;2016;27,8
Hombres;De 30 a 44 años;Con cierta dificultad;2015;29,7
Hombres;De 30 a 44 años;Con cierta dificultad;2014;28,3
Hombres;De 30 a 44 años;Con cierta dificultad;2013;28,1
Hombres;De 30 a 44 años;Con cierta dificultad;2012;28,4
Hombres;De 30 a 44 años;Con cierta dificultad;2011;28,9
Hombres;De 30 a 44 años;Con cierta dificultad;2010;26,5
Hombres;De 30 a 44 años;Con cierta dificultad;2009;27,9
Hombres;De 30 a 44 años;Con cierta dificultad;2008;30,2
